,bin,OCURRED,LAG
2790,1373,01/06/20,0
2791,817,01/06/20,0
2792,2386,01/05/20,0
2793,2387,01/05/20,0
2794,2388,01/05/20,0
2795,2389,01/05/20,0
2796,1176,01/05/20,0
2797,2390,01/05/20,0
2798,2391,01/04/20,0
2799,2392,01/04/20,0
2800,2393,01/02/20,0
2801,2394,01/02/20,0
2802,2395,01/02/20,0
2803,2396,01/02/20,0
2804,2397,01/02/20,0
2805,2398,01/02/20,0
2806,2399,01/01/20,0
2807,2400,01/01/20,0
2808,2401,01/01/20,0
2809,1162,01/01/20,0
2810,2402,12/31/19,0
2811,2403,12/31/19,0
2812,2404,12/31/19,0
2813,2405,12/31/19,0
2814,2406,12/31/19,0
2815,2407,12/31/19,0
2816,2408,12/31/19,0
2817,2409,12/30/19,0
2818,2410,12/30/19,0
2819,2411,12/30/19,0
2820,2412,12/29/19,0
2821,2413,12/29/19,0
2822,2414,12/29/19,0
2823,2415,12/29/19,0
2824,2416,12/29/19,0
2825,1113,12/28/19,0
2826,2417,12/28/19,0
2827,2418,12/28/19,0
2828,2419,12/28/19,0
2829,743,12/28/19,0
2830,1419,12/27/19,0
2831,2420,12/27/19,0
2832,2421,12/27/19,0
2833,2422,12/27/19,0
2834,2423,12/26/19,0
2835,2424,12/26/19,0
2836,2425,12/25/19,0
2837,2426,12/25/19,0
2838,2427,12/24/19,0
2839,439,12/24/19,0
2840,2060,12/24/19,0
2841,2428,12/23/19,0
2842,1209,12/23/19,0
2843,2429,12/23/19,0
2844,2430,12/22/19,0
2845,2431,12/22/19,0
2846,1414,12/22/19,0
2847,2432,12/21/19,0
2848,2433,12/21/19,0
2849,2434,12/21/19,0
2850,2435,12/21/19,0
2851,2436,12/20/19,0
2852,2437,12/20/19,0
2853,2438,12/19/19,0
2854,1750,12/19/19,0
2855,2439,12/19/19,0
2856,2440,12/19/19,0
2857,2441,12/19/19,0
2858,2442,12/19/19,0
2859,2443,12/19/19,0
2860,2444,12/18/19,0
2861,2445,12/17/19,0
2862,2446,12/17/19,0
2863,2447,12/17/19,0
2864,2448,12/17/19,0
2865,2449,12/17/19,0
2866,56,12/16/19,0
2867,914,12/16/19,0
2868,1396,12/16/19,0
2869,2450,12/15/19,0
2870,2451,12/15/19,0
2871,866,12/15/19,0
2872,1492,12/15/19,0
2873,2046,12/14/19,0
2874,746,12/14/19,0
2875,923,12/14/19,0
2876,2452,12/14/19,0
2877,2453,12/12/19,0
2878,2454,12/12/19,0
2879,1649,12/12/19,0
2880,2143,12/12/19,0
2881,2455,12/12/19,0
2882,329,12/12/19,0
2883,139,12/12/19,0
2884,2456,12/11/19,0
2885,2457,12/10/19,0
2886,2458,12/10/19,0
2887,2459,12/10/19,0
2888,2460,12/10/19,0
2889,2461,12/10/19,0
2890,86,12/10/19,0
2891,2462,12/10/19,0
2892,86,12/10/19,0
2893,2463,12/10/19,0
2894,2464,12/09/19,0
2895,2001,12/08/19,0
2896,2465,12/07/19,0
2897,2466,12/07/19,0
2898,2467,12/06/19,0
2899,2468,12/06/19,0
2900,2469,12/05/19,0
2901,2469,12/05/19,0
2902,1681,12/05/19,0
2903,2470,12/05/19,0
2904,2471,12/05/19,0
2905,2469,12/05/19,0
2906,2469,12/05/19,0
2907,691,12/03/19,0
2908,411,12/03/19,0
2909,261,12/03/19,0
2910,1388,12/02/19,0
2911,503,12/02/19,0
2912,1544,12/02/19,0
2913,2472,12/02/19,0
2914,2473,12/01/19,0
2915,2474,12/01/19,0
2916,2475,12/01/19,0
2917,2476,12/01/19,0
2918,2477,12/01/19,0
2919,2478,12/01/19,0
2920,2479,11/30/19,0
2921,2480,11/29/19,0
2922,2481,11/29/19,0
2923,2482,11/29/19,0
2924,2483,11/29/19,0
2925,2484,11/29/19,0
2926,2485,11/28/19,0
2927,2486,11/28/19,0
2928,2487,11/28/19,0
2929,2488,11/27/19,0
2930,2489,11/27/19,0
2931,2490,11/27/19,0
2932,2491,11/26/19,0
2933,2492,11/26/19,0
2934,978,11/25/19,0
2935,2493,11/25/19,0
2936,2494,11/25/19,0
2937,2495,11/24/19,0
2938,2496,11/23/19,0
2939,2497,11/23/19,0
2940,2498,11/22/19,0
2941,2499,11/20/19,0
2942,2500,11/20/19,0
2943,2501,11/20/19,0
2944,2502,11/20/19,0
2945,1272,11/19/19,0
2946,2503,11/19/19,0
2947,2504,11/19/19,0
2948,2505,11/19/19,0
2949,2506,11/19/19,0
2950,137,11/19/19,0
2951,2507,11/18/19,0
2952,2508,11/18/19,0
2953,2509,11/16/19,0
2954,501,11/16/19,0
2955,2510,11/16/19,0
2956,2511,11/15/19,0
2957,2512,11/15/19,0
2958,1227,11/15/19,0
2959,2513,11/14/19,0
2960,2514,11/14/19,0
2961,2353,11/14/19,0
2962,2515,11/13/19,0
2963,2516,11/13/19,0
2964,1319,11/13/19,0
2965,2517,11/12/19,0
2966,2518,11/12/19,0
2967,2519,11/11/19,0
2968,1162,11/11/19,0
2969,2520,11/11/19,0
2970,2521,11/11/19,0
2971,2522,11/10/19,0
2972,1997,11/10/19,0
2973,1312,11/10/19,0
2974,2523,11/09/19,0
2975,2524,11/09/19,0
2976,2525,11/09/19,0
2977,2526,11/08/19,0
2978,2527,11/07/19,0
2979,97,11/07/19,0
2980,2528,11/07/19,0
2981,2529,11/07/19,0
2982,2530,11/06/19,0
2983,2531,11/06/19,0
2984,2532,11/06/19,0
2985,2533,11/06/19,0
2986,2534,11/05/19,0
2987,2535,11/05/19,0
2988,2536,11/05/19,0
2989,2537,11/05/19,0
2990,2538,11/04/19,0
2991,177,11/04/19,0
2992,2539,11/04/19,0
2993,181,11/04/19,0
2994,637,11/03/19,0
2995,440,11/03/19,0
2996,2540,11/02/19,0
2997,372,11/01/19,0
2998,2541,11/01/19,0
2999,2542,11/01/19,0
3000,2543,11/01/19,0
3001,2544,11/01/19,0
3002,1459,10/31/19,0
3003,2545,10/31/19,0
3004,2546,10/31/19,0
3005,2547,10/30/19,0
3006,2548,10/30/19,0
3007,2549,10/30/19,0
3008,2550,10/30/19,0
3009,420,10/28/19,0
3010,2551,10/27/19,0
3011,422,10/27/19,0
3012,2552,10/27/19,0
3013,2553,10/27/19,0
3014,2554,10/27/19,0
3015,2555,10/26/19,0
3016,1128,10/26/19,0
3017,437,10/26/19,0
3018,2556,10/26/19,0
3019,1855,10/25/19,0
3020,990,10/25/19,0
3021,2557,10/25/19,0
3022,2558,10/25/19,0
3023,1373,10/25/19,0
3024,2559,10/25/19,0
3025,2560,10/25/19,0
3026,2561,10/24/19,0
3027,459,10/23/19,0
3028,2071,10/23/19,0
3029,2562,10/23/19,0
3030,2563,10/23/19,0
3031,2564,10/23/19,0
3032,1391,10/23/19,0
3033,2565,10/23/19,0
3034,2566,10/22/19,0
3035,2567,10/21/19,0
3036,2568,10/21/19,0
3037,2569,10/21/19,0
3038,2443,10/21/19,0
3039,2570,10/21/19,0
3040,2571,10/20/19,0
3041,2572,10/20/19,0
3042,676,10/20/19,0
3043,2573,10/19/19,0
3044,2574,10/19/19,0
3045,857,10/19/19,0
3046,2575,10/18/19,0
3047,2576,10/18/19,0
3048,2577,10/18/19,0
3049,2578,10/17/19,0
3050,2579,10/17/19,0
3051,2580,10/17/19,0
3052,2581,10/17/19,0
3053,2582,10/16/19,0
3054,666,10/16/19,0
3055,2583,10/15/19,0
3056,2584,10/15/19,0
3057,2585,10/15/19,0
3058,2586,10/15/19,0
3059,2587,10/15/19,0
3060,901,10/14/19,0
3061,2588,10/14/19,0
3062,2589,10/14/19,0
3063,2590,10/14/19,0
3064,659,10/13/19,0
3065,2591,10/13/19,0
3066,406,10/13/19,0
3067,2592,10/12/19,0
3068,2593,10/12/19,0
3069,1388,10/12/19,0
3070,2594,10/11/19,0
3071,2595,10/11/19,0
3072,1885,10/11/19,0
3073,2596,10/11/19,0
3074,200,10/10/19,0
3075,1561,10/10/19,0
3076,1978,10/10/19,0
3077,2597,10/09/19,0
3078,2598,10/09/19,0
3079,874,10/08/19,0
3080,2599,10/08/19,0
3081,2513,10/08/19,0
3082,2600,10/08/19,0
3083,2265,10/07/19,0
3084,2601,10/07/19,0
3085,2602,10/06/19,0
3086,1638,10/06/19,0
3087,2603,10/06/19,0
3088,2604,10/05/19,0
3089,2605,10/05/19,0
3090,2606,10/04/19,0
3091,2607,10/03/19,0
3092,2608,10/01/19,0
3093,2609,10/01/19,0
3094,2610,10/01/19,0
3095,2611,09/30/19,0
3096,2612,09/30/19,0
3097,2613,09/29/19,0
3098,2503,09/29/19,0
3099,2614,09/29/19,0
3100,1460,09/29/19,0
3101,1460,09/29/19,0
3102,2615,09/29/19,0
3103,2616,09/29/19,0
3104,2617,09/29/19,0
3105,2618,09/27/19,0
3106,929,09/26/19,0
3107,2619,09/26/19,0
3108,2620,09/26/19,0
3109,2621,09/25/19,0
3110,2622,09/25/19,0
3111,2623,09/25/19,0
3112,2624,09/24/19,0
3113,1959,09/24/19,0
3114,2625,09/24/19,0
3115,2626,09/23/19,0
3116,2627,09/23/19,0
3117,2628,09/22/19,0
3118,2629,09/22/19,0
3119,2630,09/21/19,0
3120,2131,09/21/19,0
3121,518,09/20/19,0
3122,2631,09/20/19,0
3123,2632,09/20/19,0
3124,2633,09/19/19,0
3125,2634,09/19/19,0
3126,2213,09/19/19,0
3127,2633,09/19/19,0
3128,2430,09/18/19,0
3129,2635,09/18/19,0
3130,2636,09/18/19,0
3131,2637,09/18/19,0
3132,2638,09/18/19,0
3133,2639,09/17/19,0
3134,2640,09/17/19,0
3135,2641,09/17/19,0
3136,2242,09/17/19,0
3137,356,09/16/19,0
3138,2642,09/16/19,0
3139,2419,09/16/19,0
3140,2643,09/16/19,0
3141,266,09/16/19,0
3142,2644,09/16/19,0
3143,2645,09/15/19,0
3144,1631,09/15/19,0
3145,2646,09/15/19,0
3146,2647,09/14/19,0
3147,2648,09/14/19,0
3148,2649,09/14/19,0
3149,2650,09/14/19,0
3150,2651,09/13/19,0
3151,2652,09/13/19,0
3152,803,09/12/19,0
3153,2653,09/12/19,0
3154,2654,09/12/19,0
3155,2410,09/12/19,0
3156,1210,09/11/19,0
3157,2655,09/11/19,0
3158,2656,09/10/19,0
3159,2657,09/09/19,0
3160,2658,09/09/19,0
3161,1416,09/09/19,0
3162,2659,09/08/19,0
3163,2660,09/08/19,0
3164,2661,09/07/19,0
3165,2662,09/07/19,0
3166,935,09/06/19,0
3167,2663,09/05/19,0
3168,254,09/05/19,0
3169,2664,09/05/19,0
3170,2665,09/05/19,0
3171,857,09/04/19,0
3172,2666,09/04/19,0
3173,2667,09/04/19,0
3174,2668,09/03/19,0
3175,2669,09/03/19,0
3176,2670,09/03/19,0
3177,209,09/02/19,0
3178,2671,09/02/19,0
3179,2672,09/02/19,0
3180,2673,09/01/19,0
3181,2285,09/01/19,0
3182,2674,09/01/19,0
3183,2675,08/31/19,0
3184,2676,08/31/19,0
3185,2677,08/31/19,0
3186,1783,08/31/19,0
3187,2678,08/31/19,0
3188,2679,08/31/19,0
3189,2680,08/30/19,0
3190,2681,08/30/19,0
3191,2682,08/30/19,0
3192,2683,08/30/19,0
3193,1475,08/30/19,0
3194,2684,08/29/19,0
3195,1359,08/28/19,0
3196,2685,08/28/19,0
3197,1720,08/28/19,0
3198,2686,08/27/19,0
3199,2687,08/27/19,0
3200,2688,08/27/19,0
3201,1891,08/27/19,0
3202,2689,08/27/19,0
3203,2690,08/26/19,0
3204,2691,08/26/19,0
3205,2692,08/25/19,0
3206,960,08/24/19,0
3207,2693,08/24/19,0
3208,2694,08/23/19,0
3209,2695,08/23/19,0
3210,554,08/22/19,0
3211,2696,08/22/19,0
3212,351,08/22/19,0
3213,2697,08/22/19,0
3214,901,08/22/19,0
3215,2359,08/22/19,0
3216,2698,08/22/19,0
3217,2699,08/21/19,0
3218,2700,08/21/19,0
3219,2701,08/21/19,0
3220,1768,08/21/19,0
3221,766,08/19/19,0
3222,10,08/19/19,0
3223,2702,08/19/19,0
3224,768,08/18/19,0
3225,2703,08/18/19,0
3226,2704,08/18/19,0
3227,2705,08/17/19,0
3228,2706,08/17/19,0
3229,2707,08/17/19,0
3230,2708,08/17/19,0
3231,2709,08/16/19,0
3232,1605,08/16/19,0
3233,2710,08/15/19,0
3234,492,08/15/19,0
3235,2711,08/14/19,0
3236,2712,08/14/19,0
3237,2713,08/13/19,0
3238,2714,08/13/19,0
3239,2715,08/13/19,0
3240,933,08/13/19,0
3241,2716,08/13/19,0
3242,97,08/13/19,0
3243,2717,08/12/19,0
3244,2718,08/12/19,0
3245,2719,08/11/19,0
3246,2700,08/11/19,0
3247,2720,08/10/19,0
3248,2721,08/10/19,0
3249,508,08/09/19,0
3250,2722,08/09/19,0
3251,2723,08/09/19,0
3252,2724,08/09/19,0
3253,1508,08/08/19,0
3254,2725,08/08/19,0
3255,2726,08/08/19,0
3256,2727,08/08/19,0
3257,2728,08/07/19,0
3258,2729,08/07/19,0
3259,2730,08/06/19,0
3260,2731,08/06/19,0
3261,2732,08/05/19,0
3262,2733,08/05/19,0
3263,2734,08/05/19,0
3264,1889,08/05/19,0
3265,2735,08/05/19,0
3266,2736,08/05/19,0
3267,2737,08/04/19,0
3268,2738,08/04/19,0
3269,1168,08/04/19,0
3270,2739,08/04/19,0
3271,2740,08/03/19,0
3272,316,08/03/19,0
3273,2741,08/03/19,0
3274,2742,08/03/19,0
3275,2743,08/02/19,0
3276,1161,08/02/19,0
3277,2744,08/02/19,0
3278,2745,08/01/19,0
3279,2746,08/01/19,0
3280,2747,08/01/19,0
3281,2748,08/01/19,0
3282,2749,08/01/19,0
3283,2750,08/01/19,0
3284,2751,07/31/19,0
3285,1854,07/31/19,0
3286,728,07/31/19,0
3287,2752,07/31/19,0
3288,998,07/31/19,0
3289,2001,07/30/19,0
3290,2753,07/29/19,0
3291,2410,07/28/19,0
3292,1169,07/28/19,0
3293,2381,07/27/19,0
3294,2754,07/26/19,0
3295,2755,07/26/19,0
3296,2756,07/26/19,0
3297,2757,07/25/19,0
3298,2758,07/25/19,0
3299,2759,07/23/19,0
3300,2760,07/23/19,0
3301,316,07/23/19,0
3302,2761,07/23/19,0
3303,2762,07/22/19,0
3304,2763,07/22/19,0
3305,286,07/21/19,0
3306,2764,07/21/19,0
3307,2765,07/20/19,0
3308,2456,07/19/19,0
3309,2055,07/18/19,0
3310,2766,07/18/19,0
3311,2767,07/18/19,0
3312,2768,07/18/19,0
3313,2769,07/17/19,0
3314,2770,07/17/19,0
3315,2771,07/17/19,0
3316,2772,07/17/19,0
3317,616,07/17/19,0
3318,1159,07/17/19,0
3319,2773,07/16/19,0
3320,2774,07/16/19,0
3321,2775,07/16/19,0
3322,2774,07/16/19,0
3323,2776,07/15/19,0
3324,1359,07/15/19,0
3325,2777,07/15/19,0
3326,2778,07/15/19,0
3327,2776,07/15/19,0
3328,2779,07/14/19,0
3329,2780,07/14/19,0
3330,2430,07/14/19,0
3331,2781,07/13/19,0
3332,2782,07/13/19,0
3333,2783,07/13/19,0
3334,2784,07/13/19,0
3335,2785,07/13/19,0
3336,2140,07/10/19,0
3337,2786,07/10/19,0
3338,2787,07/10/19,0
3339,2788,07/09/19,0
3340,2789,07/09/19,0
3341,2790,07/09/19,0
3342,2791,07/09/19,0
3343,1668,07/09/19,0
3344,2792,07/09/19,0
3345,2396,07/08/19,0
3346,2793,07/07/19,0
3347,2794,07/07/19,0
3348,2795,07/07/19,0
3349,2796,07/07/19,0
3350,2302,07/06/19,0
3351,2797,07/06/19,0
3352,1119,07/05/19,0
3353,2798,07/05/19,0
3354,2799,07/05/19,0
3355,2800,07/05/19,0
3356,2801,07/05/19,0
3357,2802,07/05/19,0
3358,2443,07/04/19,0
3359,2803,07/04/19,0
3360,1767,07/03/19,0
3361,2804,07/03/19,0
3362,2805,07/03/19,0
3363,2806,07/03/19,0
3364,2807,07/03/19,0
3365,901,07/02/19,0
3366,2808,07/02/19,0
3367,2809,07/02/19,0
3368,2810,07/02/19,0
3369,1760,07/01/19,0
3370,2811,07/01/19,0
3371,2812,07/01/19,0
3372,1783,07/01/19,0
3373,2813,07/01/19,0
3374,2814,07/01/19,0
3375,2815,06/29/19,0
3376,2816,06/28/19,0
3377,2817,06/28/19,0
3378,1137,06/28/19,0
3379,2818,06/28/19,0
3380,2819,06/28/19,0
3381,2820,06/28/19,0
3382,630,06/28/19,0
3383,2821,06/27/19,0
3384,2822,06/27/19,0
3385,2823,06/27/19,0
3386,2824,06/27/19,0
3387,1157,06/27/19,0
3388,636,06/27/19,0
3389,2825,06/27/19,0
3390,2826,06/26/19,0
3391,2827,06/26/19,0
3392,599,06/25/19,0
3393,2353,06/25/19,0
3394,1356,06/25/19,0
3395,2828,06/24/19,0
3396,2829,06/24/19,0
3397,111,06/24/19,0
3398,2830,06/23/19,0
3399,2831,06/22/19,0
3400,2832,06/22/19,0
3401,2833,06/20/19,0
3402,2834,06/20/19,0
3403,2835,06/18/19,0
3404,2836,06/18/19,0
3405,2210,06/18/19,0
3406,1644,06/17/19,0
3407,177,06/17/19,0
3408,2837,06/17/19,0
3409,1716,06/16/19,0
3410,596,06/16/19,0
3411,1554,06/15/19,0
3412,2838,06/15/19,0
3413,2839,06/15/19,0
3414,2840,06/15/19,0
3415,2841,06/15/19,0
3416,2842,06/15/19,0
3417,2843,06/15/19,0
3418,2077,06/15/19,0
3419,773,06/14/19,0
3420,2844,06/14/19,0
3421,2845,06/14/19,0
3422,2846,06/13/19,0
3423,2794,06/13/19,0
3424,1496,06/12/19,0
3425,2847,06/12/19,0
3426,2848,06/11/19,0
3427,2849,06/11/19,0
3428,2850,06/11/19,0
3429,2851,06/11/19,0
3430,1996,06/11/19,0
3431,2852,06/11/19,0
3432,1655,06/11/19,0
3433,2853,06/10/19,0
3434,1612,06/10/19,0
3435,2854,06/10/19,0
3436,2855,06/10/19,0
3437,2856,06/09/19,0
3438,2857,06/09/19,0
3439,1029,06/09/19,0
3440,2858,06/09/19,0
3441,2859,06/09/19,0
3442,216,06/08/19,0
3443,2860,06/08/19,0
3444,2861,06/08/19,0
3445,1274,06/07/19,0
3446,1506,06/06/19,0
3447,2663,06/06/19,0
3448,1620,06/06/19,0
3449,2770,06/06/19,0
3450,2862,06/06/19,0
3451,1968,06/06/19,0
3452,2863,06/06/19,0
3453,2864,06/05/19,0
3454,2865,06/05/19,0
3455,2866,06/05/19,0
3456,2867,06/05/19,0
3457,2868,06/05/19,0
3458,2869,06/04/19,0
3459,1680,06/03/19,0
3460,2870,06/03/19,0
3461,1652,06/03/19,0
3462,2871,06/03/19,0
3463,2872,06/02/19,0
3464,2873,06/01/19,0
3465,2874,06/01/19,0
3466,2875,06/01/19,0
3467,2876,06/01/19,0
3468,2877,05/31/19,0
3469,2878,05/31/19,0
3470,1763,05/31/19,0
3471,2879,05/31/19,0
3472,2880,05/31/19,0
3473,2805,05/30/19,0
3474,2881,05/30/19,0
3475,2882,05/30/19,0
3476,2883,05/29/19,0
3477,2300,05/29/19,0
3478,2884,05/28/19,0
3479,1055,05/27/19,0
3480,2885,05/27/19,0
3481,1284,05/26/19,0
3482,2886,05/26/19,0
3483,2887,05/24/19,0
3484,1899,05/24/19,0
3485,265,05/24/19,0
3486,1055,05/23/19,0
3487,2888,05/23/19,0
3488,2889,05/23/19,0
3489,2890,05/22/19,0
3490,2891,05/22/19,0
3491,2892,05/22/19,0
3492,2893,05/22/19,0
3493,2894,05/22/19,0
3494,771,05/21/19,0
3495,2895,05/21/19,0
3496,132,05/21/19,0
3497,2896,05/21/19,0
3498,2897,05/20/19,0
3499,2898,05/20/19,0
3500,2899,05/20/19,0
3501,2900,05/20/19,0
3502,1420,05/20/19,0
3503,2901,05/19/19,0
3504,2902,05/19/19,0
3505,1568,05/19/19,0
3506,409,05/19/19,0
3507,2267,05/18/19,0
3508,1205,05/18/19,0
3509,2903,05/18/19,0
3510,2904,05/17/19,0
3511,2905,05/17/19,0
3512,2906,05/17/19,0
3513,1484,05/17/19,0
3514,2907,05/16/19,0
3515,2908,05/15/19,0
3516,2909,05/15/19,0
3517,2910,05/15/19,0
3518,1782,05/14/19,0
3519,2911,05/13/19,0
3520,2912,05/13/19,0
3521,2913,05/13/19,0
3522,2914,05/11/19,0
3523,2915,05/11/19,0
3524,2916,05/11/19,0
3525,2917,05/11/19,0
3526,513,05/11/19,0
3527,987,05/11/19,0
3528,1922,05/10/19,0
3529,2240,05/10/19,0
3530,2918,05/09/19,0
3531,2919,05/09/19,0
3532,2920,05/09/19,0
3533,2043,05/08/19,0
3534,2921,05/07/19,0
3535,2584,05/07/19,0
3536,2922,05/07/19,0
3537,2232,05/06/19,0
3538,2923,05/06/19,0
3539,2924,05/05/19,0
3540,2925,05/04/19,0
3541,2926,05/04/19,0
3542,2927,05/04/19,0
3543,2928,05/04/19,0
3544,2929,05/04/19,0
3545,921,05/02/19,0
3546,2930,05/02/19,0
3547,2931,05/02/19,0
3548,2932,05/01/19,0
3549,2933,05/01/19,0
3550,2934,05/01/19,0
3551,2935,05/01/19,0
3552,2936,04/30/19,0
3553,2937,04/30/19,0
3554,2938,04/30/19,0
3555,2001,04/29/19,0
3556,2939,04/29/19,0
3557,804,04/29/19,0
3558,2940,04/29/19,0
3559,2941,04/29/19,0
3560,2942,04/28/19,0
3561,2943,04/28/19,0
3562,1956,04/27/19,0
3563,2944,04/26/19,0
3564,2945,04/26/19,0
3565,2946,04/26/19,0
3566,2947,04/25/19,0
3567,2948,04/25/19,0
3568,2949,04/24/19,0
3569,2950,04/24/19,0
3570,2951,04/24/19,0
3571,2952,04/22/19,0
3572,2953,04/22/19,0
3573,1968,04/22/19,0
3574,2954,04/20/19,0
3575,1205,04/20/19,0
3576,2955,04/20/19,0
3577,2956,04/20/19,0
3578,2093,04/20/19,0
3579,2795,04/18/19,0
3580,2957,04/18/19,0
3581,2958,04/18/19,0
3582,2959,04/17/19,0
3583,2960,04/17/19,0
3584,2961,04/17/19,0
3585,2962,04/16/19,0
3586,2963,04/16/19,0
3587,2964,04/15/19,0
3588,2965,04/14/19,0
3589,543,04/14/19,0
3590,2966,04/14/19,0
3591,119,04/14/19,0
3592,2967,04/14/19,0
3593,2968,04/14/19,0
3594,585,04/13/19,0
3595,2969,04/12/19,0
3596,2970,04/12/19,0
3597,2971,04/12/19,0
3598,2972,04/11/19,0
3599,2973,04/11/19,0
3600,1575,04/11/19,0
3601,2974,04/11/19,0
3602,2975,04/11/19,0
3603,2976,04/11/19,0
3604,2977,04/10/19,0
3605,2978,04/10/19,0
3606,2979,04/10/19,0
3607,2980,04/10/19,0
3608,2981,04/09/19,0
3609,2982,04/09/19,0
3610,2496,04/09/19,0
3611,2983,04/08/19,0
3612,2491,04/08/19,0
3613,262,04/08/19,0
3614,2984,04/07/19,0
3615,2985,04/06/19,0
3616,2985,04/06/19,0
3617,482,04/06/19,0
3618,2986,04/06/19,0
3619,2987,04/05/19,0
3620,1768,04/04/19,0
3621,2988,04/04/19,0
3622,2989,04/03/19,0
3623,1680,04/03/19,0
3624,2990,04/03/19,0
3625,2991,04/03/19,0
3626,2992,04/02/19,0
3627,2993,04/01/19,0
3628,527,04/01/19,0
3629,2994,04/01/19,0
3630,2995,04/01/19,0
3631,2996,03/31/19,0
3632,2997,03/31/19,0
3633,2998,03/31/19,0
3634,452,03/31/19,0
3635,2999,03/30/19,0
3636,3000,03/30/19,0
3637,1842,03/30/19,0
3638,3001,03/28/19,0
3639,3002,03/28/19,0
3640,3003,03/27/19,0
3641,3004,03/27/19,0
3642,7,03/27/19,0
3643,953,03/27/19,0
3644,3005,03/27/19,0
3645,3003,03/27/19,0
3646,3006,03/27/19,0
3647,1538,03/27/19,0
3648,2512,03/25/19,0
3649,2143,03/25/19,0
3650,3007,03/25/19,0
3651,3008,03/25/19,0
3652,3009,03/25/19,0
3653,3010,03/24/19,0
3654,3011,03/22/19,0
3655,3012,03/22/19,0
3656,3013,03/21/19,0
3657,2024,03/21/19,0
3658,3014,03/20/19,0
3659,717,03/20/19,0
3660,3015,03/20/19,0
3661,3016,03/19/19,0
3662,3017,03/19/19,0
3663,3018,03/19/19,0
3664,3019,03/19/19,0
3665,1586,03/18/19,0
3666,3020,03/17/19,0
3667,3021,03/17/19,0
3668,3022,03/16/19,0
3669,3023,03/16/19,0
3670,3024,03/15/19,0
3671,2117,03/15/19,0
3672,3024,03/15/19,0
3673,1503,03/14/19,0
3674,3025,03/14/19,0
3675,110,03/14/19,0
3676,3026,03/14/19,0
3677,2168,03/14/19,0
3678,2404,03/14/19,0
3679,817,03/13/19,0
3680,1846,03/13/19,0
3681,3027,03/13/19,0
3682,2052,03/13/19,0
3683,387,03/12/19,0
3684,3028,03/12/19,0
3685,273,03/12/19,0
3686,1162,03/11/19,0
3687,3029,03/11/19,0
3688,3030,03/11/19,0
3689,1037,03/11/19,0
3690,3031,03/10/19,0
3691,1414,03/10/19,0
3692,3032,03/09/19,0
3693,3033,03/09/19,0
3694,3034,03/09/19,0
3695,3035,03/09/19,0
3696,3036,03/09/19,0
3697,3037,03/09/19,0
3698,2588,03/08/19,0
3699,3038,03/07/19,0
3700,3039,03/07/19,0
3701,3040,03/07/19,0
3702,3041,03/06/19,0
3703,639,03/05/19,0
3704,3042,03/05/19,0
3705,3043,03/05/19,0
3706,3044,03/05/19,0
3707,3045,03/05/19,0
3708,2082,03/05/19,0
3709,3046,03/04/19,0
3710,3047,03/04/19,0
3711,1077,03/04/19,0
3712,1356,03/04/19,0
3713,3048,03/04/19,0
3714,3049,03/03/19,0
3715,3050,03/02/19,0
3716,3051,03/02/19,0
3717,3052,03/02/19,0
3718,3053,03/02/19,0
3719,3054,03/01/19,0
3720,914,03/01/19,0
3721,964,03/01/19,0
3722,3055,03/01/19,0
3723,3056,02/28/19,0
3724,2008,02/28/19,0
3725,3057,02/27/19,0
3726,3058,02/27/19,0
3727,3059,02/27/19,0
3728,3060,02/26/19,0
3729,3061,02/26/19,0
3730,3062,02/26/19,0
3731,1783,02/25/19,0
3732,3063,02/25/19,0
3733,3064,02/24/19,0
3734,155,02/23/19,0
3735,3065,02/23/19,0
3736,3066,02/23/19,0
3737,3067,02/23/19,0
3738,3068,02/23/19,0
3739,3069,02/22/19,0
3740,3070,02/22/19,0
3741,1685,02/22/19,0
3742,3071,02/22/19,0
3743,3072,02/20/19,0
3744,3073,02/20/19,0
3745,3074,02/19/19,0
3746,3075,02/19/19,0
3747,2504,02/19/19,0
3748,3076,02/18/19,0
3749,861,02/18/19,0
3750,3077,02/17/19,0
3751,1057,02/17/19,0
3752,3078,02/17/19,0
3753,3079,02/17/19,0
3754,987,02/16/19,0
3755,3080,02/16/19,0
3756,3081,02/15/19,0
3757,3082,02/14/19,0
3758,543,02/14/19,0
3759,671,02/14/19,0
3760,2035,02/14/19,0
3761,3083,02/14/19,0
3762,3084,02/13/19,0
3763,3085,02/13/19,0
3764,3086,02/12/19,0
3765,1113,02/12/19,0
3766,3087,02/12/19,0
3767,3088,02/12/19,0
3768,2680,02/12/19,0
3769,1113,02/12/19,0
3770,3089,02/11/19,0
3771,3090,02/11/19,0
3772,3091,02/11/19,0
3773,766,02/11/19,0
3774,3092,02/10/19,0
3775,2128,02/10/19,0
3776,1997,02/09/19,0
3777,3093,02/09/19,0
3778,3094,02/09/19,0
3779,3095,02/09/19,0
3780,3096,02/08/19,0
3781,2377,02/08/19,0
3782,3097,02/08/19,0
3783,3098,02/07/19,0
3784,48,02/07/19,0
3785,3099,02/07/19,0
3786,3100,02/07/19,0
3787,3101,02/07/19,0
3788,3102,02/07/19,0
3789,3103,02/07/19,0
3790,3104,02/06/19,0
3791,1462,02/06/19,0
3792,649,02/06/19,0
3793,2980,02/05/19,0
3794,3105,02/04/19,0
3795,3106,02/04/19,0
