,latitude,longitude
435,33.1312216,-96.1418048
436,32.3227651,-110.9701763
437,30.0062718,-95.4149865
438,39.044735,-95.761696
439,37.81,-83.81
440,36.852238,-80.476524
441,33.6854899,-79.3339253
442,35.502705,-81.20222
443,41.52,-72.08
444,37.985603,-87.522285
445,61.58,-159.54
446,36.1820105,-95.9531952
447,44.2,-120.82
448,44.972168,-93.27431
449,28.596344,-81.450035
450,35.1121305,-106.646168
451,33.88,-98.54
452,32.77,-96.62
453,46.48,-116.16
454,41.6454484,-86.1535548
455,35.66,-83.53
456,39.033566,-76.67868
457,38.19464,-85.66857
458,27.99,-82.3
459,33.2157454,-97.1118593
460,45.771969,-122.587164
461,33.6727884,-116.1815566
462,38.2068718,-122.1566289
463,37.21,-93.29
464,47.12168,-122.43489
465,36.0616946,-86.7713093
466,35.18245,-89.76322
467,45.49,-122.57
468,35.27106,-106.646614
469,38.7399054,-90.2785152
470,36.00557,-83.40073
471,34.04,-85.06
472,37.57,-90.16
473,47.66758,-117.37507
474,34.52,-86.89
475,42.4992176,-71.2241034
476,33.68,-84.38
477,38.7948441,-90.6785527
478,30.218208,-92.00385
479,33.38,-84.8
480,37.88,-85.97
481,33.4929822,-112.0345499
482,37.198696,-93.29905
483,40.82,-73.95
484,40.84,-73.86
485,37.62,-122.38
486,46.99,-122.82
487,31.0078839,-87.6271031
488,37.3371542,-121.9279262
489,33.74739,-116.99964
490,38.872482,-90.09878
491,33.98,-118.23
492,29.9768752,-95.1694714
493,47.133858,-122.35738
494,32.9511528,-80.051891
495,44.29,-105.48
496,40.25,-76.88
497,36.00821,-78.937645
498,36.7641204,-80.303173
499,36.739746,-119.7823905
500,38.70737,-121.31523
501,35.9106554,-78.9366249
502,35.83,-90.67
503,42.404167,-96.36425
504,39.8,-105.08
505,35.8,-78.69
506,42.24981,-88.19871
507,34.07,-117.41
508,36.13566,-115.065414
509,32.706425,-117.12721
510,34.114,-117.5283
511,32.17,-82.9
512,42.111596,-72.588963
513,45.66552,-122.5359
514,34.070553,-117.37012
515,35.0205755,-78.9852933
516,30.407722,-91.012
517,39.758472,-105.0532369
518,40.44429,-74.12967
519,34.51708,-84.94254
520,34.134693,-79.7458
521,36.7553929,-88.650589
522,34.598526,-112.458
523,34.89,-112.47
524,45.51,-122.44
525,36.14554,-78.89764
526,39.927216,-75.17299
527,33.4514,-111.84404
528,43.22,-116.55
529,33.43141,-111.75997
530,33.618023,-117.27548
531,28.56,-81.45
532,40.79266,-81.39984
533,32.24,-92.72
534,33.926291,-116.97714
535,32.379333,-88.69412
536,38.999041,-77.018981
537,40.929152,-74.168398
538,42.38306,-83.081055
539,32.069858,-81.10094
540,29.688974,-95.37319
541,47.277752,-122.256165
542,33.1317903,-117.0807908
543,30.231992,-93.192912
544,39.7092141,-105.079798
545,33.4707149,-112.5044156
546,28.597092,-80.81605
547,34.73271,-82.30129
548,33.973951,-118.248405
549,33.717915,-84.310394
550,43.1,-74.77
551,36.710396,-78.106865
552,41.03971,-81.570314
553,34.18684,-118.397701
554,37.251568,-93.28993
555,43.660441,-93.007413
556,34.18684,-118.397701
557,42.328865,-75.314425
558,42.30826,-85.177211
559,38.931813,-104.799971
560,30.592669,-91.637509
561,41.03,-75.78
562,43.111412,-83.69437
563,30.93,-92.91
564,32.041977,-81.132025
565,32.186266,-89.985439
566,41.513478,-87.995625
567,40.668476,-73.932283
568,41.656593,-88.446365
569,42.4358052,-82.9649628
570,30.79,-89.89
571,35.025901,-80.847928
572,34.026922,-118.261861
573,34.01966,-118.25735
574,39.492827,-75.047064
575,35.116616,-90.07381
576,40.753706,-73.90444
577,35.116616,-90.07381
578,36.269264,-86.755736
579,41.138284,-112.050974
580,35.063639,-90.058748
581,37.958694,-122.366021
582,41.127901,-100.759279
583,34.783697,-82.70937
584,41.659306,-85.96916
585,39.761587,-84.235434
586,34.435841,-78.154581
587,34.768753,-106.05588
588,38.741411,-90.312956
589,37.999556,-122.322476
590,38.723187,-90.245938
591,41.510943,-81.669491
592,33.864189,-117.582377
593,38.170285,-84.935147
594,37.731262,-85.878653
595,33.389995,-94.604598
596,37.981789,-121.824529
597,31.057243,-81.840513
598,38.893189,-104.761224
599,36.086639,-85.221762
600,45.140204,-89.59055
601,47.720943,-117.330085
602,34.6624374,-92.4125784
603,33.620988,-84.235469
604,38.808975,-104.785223
605,37.951133,-121.290034
606,39.88253,-82.924756
607,42.53018,-93.26782
608,37.630967,-93.258038
609,37.739428,-85.885689
610,35.15362,-106.685589
611,32.927866,-97.276369
612,27.806394,-82.316385
613,38.987053,-94.253444
614,45.514136,-122.680109
615,44.376965,-108.043146
616,39.699705,-104.837652
617,36.0210476,-115.1783691
618,33.564617,-84.305855
619,34.630756,-98.416981
620,38.646998,-90.274143
621,28.063795,-80.624055
622,45.620185,-106.678901
623,42.132687,-87.979604
624,40.683184,-111.939328
625,37.447601,-82.725158
626,33.718695,-84.136379
627,31.960377,-87.482154
628,39.629291,-85.44551
629,33.565772,-84.271334
630,31.710879,-89.117759
631,32.13538,-111.004664
632,28.123253,-82.023273
633,39.149853,-76.632969
634,25.762772,-80.257437
635,41.788173,-71.319694
636,40.375631,-111.762463
637,36.096912,-80.148845
638,45.107472,-93.211265
639,45.296452,-92.963728
640,41.224614,-86.41512
641,42.295038,-85.583478
642,37.321594,-80.0079
643,32.742074,-117.183981
644,35.136641,-106.628357
645,35.203203,-105.788181
646,40.805539,-96.693447
647,34.15532,-118.089159
648,39.109584,-94.70982
649,37.302836,-120.473077
650,41.690175,-71.164739
651,41.698897,-71.446273
652,34.082663,-117.934527
653,29.975037,-90.160643
654,40.667513,-92.88665
655,37.845947,-122.245396
656,37.26984,-81.22232
657,37.779772,-122.403585
658,36.117569,-79.819026
659,35.334289,-81.321056
660,31.673727,-88.644899
661,36.218219,-115.251339
662,36.592374,-90.245381
663,32.674339,-83.829904
664,47.491716,-121.776433
665,34.082942,-77.888581
666,43.660188,-116.620971
667,42.497315,-92.311945
668,38.285007,-104.587201
669,29.499723,-81.927539
670,35.639061,-88.832071
671,38.952461,-92.331997
672,25.831135,-80.241109
673,30.389182,-88.992977
674,39.28106,-76.546039
675,34.017834,-118.14639
676,33.436804,-112.043359
677,29.941886,-95.408841
678,37.158337,-93.263369
679,38.553641,-106.922761
680,38.4237639,-122.7189269
681,27.964551,-81.726748
682,40.607754,-74.01454
683,42.289167,-71.077301
684,35.249286,-85.810908
685,47.47664,-122.224812
686,40.945067,-75.107218
687,40.483781,-76.569132
688,29.90449,-95.44981
689,41.494131,-88.073595
690,37.501495,-77.271789
691,40.300242,-73.99055
692,36.800209,-76.420759
693,36.060775,-95.755358
694,36.800209,-76.420759
695,42.317197,-71.076711
696,37.174037,-79.699029
697,34.099031,-83.71817
698,35.213495,-80.689001
699,31.975028,-91.6538
700,36.119389,-95.905208
701,33.534875,-112.192823
702,44.831441,-91.515616
703,33.588724,-83.880892
704,38.603042,-84.629023
705,41.972385,-87.83863
706,27.895516,-97.139452
707,29.597279,-90.693945
708,34.1865,-118.43352
709,40.402678,-76.729081
710,37.074733,-94.510459
711,42.220496,-73.8656592
712,35.180201,-84.837856
713,32.273525,-90.237319
714,43.542619,-96.758179
715,38.810319,-104.819132
716,41.924545,-92.394336
717,39.991725,-75.239985
718,43.611971,-116.205244
719,30.190638,-97.886828
720,41.707918,-81.19903
721,38.269982,-85.700032
722,43.607553,-116.278904
723,41.942255,-88.74828
724,25.592787,-80.378329
725,35.065889,-92.362875
726,42.881485,-85.641945
727,36.858748,-87.493602
728,47.99239,-108.65884
729,36.183521,-95.968834
730,34.099717,-117.360997
731,25.857844,-80.240105
732,33.396895,-97.260473
733,36.302779,-84.20298
734,32.702923,-97.094974
735,33.786072,-84.387275
736,39.699198,-104.899747
737,43.04948,-76.182448
738,30.418019,-87.25465
739,39.607408,-119.830974
740,41.06592,-75.31991
741,43.72474,-70.244256
742,36.070597,-115.298138
743,38.84212,-76.988207
744,37.87232,-82.17486
745,45.655404,-122.547577
746,35.366188,-94.416458
747,26.69229,-80.06042
748,37.206213,-93.316051
749,27.442432,-99.455653
750,26.432976,-81.781083
751,28.147225,-82.756689
752,37.421575,-121.917478
753,34.435943,-82.624116
754,35.883288,-77.587321
755,33.909634,-116.943773
756,34.023905,-118.4095
757,40.750422,-73.996328
758,44.351642,-69.803773
759,42.532709,-85.513956
760,40.4598184,-79.9431193
761,35.630034,-98.32054
762,42.611881,-112.207443
763,41.527814,-90.569674
764,34.5133,-82.665612
765,36.17372,-115.10647
766,35.95321,-83.895116
767,39.316643,-76.728771
768,33.4651178,-82.0345329
769,39.125779,-85.134993
770,33.222207,-86.320111
771,34.351388,-78.119913
772,34.004311,-118.0441
773,36.036163,-80.243803
774,36.669566,-83.693159
775,32.3166,-106.7943
776,30.2652442,-97.7364502
777,32.686471,-89.656138
778,34.637193,-120.465654
779,39.98,-74.21
780,39.98,-74.21
781,34.001594,-118.110149
782,44.81,-91.44
783,44.98,-91.19
784,34.131628,-117.564451
785,32.654969,-117.102288
786,64.453642,-146.916622
787,35.005103,-80.851313
788,32.164754,-81.935469
789,38.80919,-90.866487
790,35.184725,-84.846644
791,35.197635,-88.986448
792,26.236296,-97.995667
793,35.384337,-119.020562
794,43.150927,-77.631981
795,39.847707,-80.225655
796,32.264598,-110.971061
797,36.14103,-86.739751
798,33.899015,-118.165152
799,27.749735,-97.43714
800,41.88531,-87.62213
801,42.28865,-85.41806
802,27.808027,-82.685533
803,29.578671,-90.805402
804,42.250118,-75.125556
805,36.137307,-115.199451
806,32.223104,-110.966742
807,36.204244,-115.326966
808,34.372446,-118.569772
809,38.837655,-104.769498
810,37.697263,-97.284021
811,29.908197,-90.143378
812,40.919522,-74.153628
813,36.463775,-82.903577
814,35.236566,-85.164224
815,41.793547,-86.24508
816,29.423021,-98.75792
817,39.924295,-82.883778
818,33.378245,-111.935232
819,36.669566,-83.693159
820,33.844983,-117.952151
821,40.497692,-74.670505
822,34.061716,-118.192542
823,33.973951,-118.248405
824,33.089587,-96.607767
825,33.756024,-118.201101
826,44.108572,-70.22684
827,45.454054,-122.51422
828,35.783011,-119.238694
829,33.730175,-84.282547
830,33.66205,-117.968459
831,40.2782765,-81.8769292
832,39.80907,-86.168557
833,38.419253,-121.424117
834,34.86576,-118.21547
835,33.141438,-96.588295
836,29.652825,-82.606724
837,30.214056,-93.203118
838,34.597325,-89.837033
839,40.470789,-111.414628
840,33.892409,-84.291812
841,45.100651,-93.199992
842,42.93361,-76.590789
843,36.163816,-115.135325
844,36.158985,-115.09332
845,42.93251,-76.59116
846,33.803448,-118.168135
847,29.813142,-95.309789
848,41.776431,-87.633657
849,32.834981,-80.050306
850,41.00934,-80.498406
851,40.637261,-73.929044
852,33.892159,-84.47359
853,36.153164,-86.626718
854,36.878104,-87.740569
855,32.289656,-90.184201
856,33.102005,-117.08042
857,34.060724,-84.490663
858,35.183374,-89.841364
859,32.597484,-95.206485
860,33.904957,-98.51818
861,30.587924,-95.611291
862,32.84802,-90.414672
863,34.494725,-97.106664
864,39.07845,-94.45116
865,33.480638,-112.110656
866,43.006558,-88.212514
867,39.788071,-75.166317
868,36.894724,-108.046597
869,37.789275,-122.220893
870,33.881981,-84.539114
871,29.347055,-98.555669
872,43.371636,-93.77245
873,29.446205,-98.430951
874,32.441918,-93.763137
875,33.908994,-78.829056
876,33.759543,-84.777337
877,39.052297,-95.682323
878,38.82277,-76.989182
879,33.462877,-112.082694
880,40.955301,-111.881344
881,37.166123,-92.855059
882,41.261355,-96.02317
883,36.38241,-78.987699
884,40.918145,-124.120356
885,37.007918,-121.577738
886,38.5414,-121.423319
887,43.535781,-96.73003
888,31.344716,-94.723239
889,35.020427,-106.002715
890,46.847949,-100.915879
891,31.360277,-94.760477
892,28.004789,-82.747574
893,44.067396,-122.898531
894,39.201723,-78.987162
895,39.609643,-84.223241
896,47.121063,-122.534355
897,36.72865,-119.718371
898,34.823433,-106.732338
899,33.860675,-118.013945
900,39.020518,-80.414379
901,32.419535,-106.665323
902,42.924241,-87.949625
903,39.790676,-104.828385
904,32.726142,-97.408257
905,39.67107,-104.899935
906,39.834527,-105.053266
907,39.796046,-86.073557
908,30.0053,-90.219078
909,29.882974,-95.37085
910,39.066471,-104.511068
911,41.999313,-91.345757
912,38.897334,-76.984574
913,33.842668,-117.968632
914,28.078798,-80.671559
915,30.230374,-89.589094
916,25.861982,-80.198836
917,26.31741,-80.18365
918,40.541743,-88.98178
919,33.017906,-96.70305
920,46.986771,-114.403563
921,33.771561,-84.384824
922,33.781511,-84.399146
923,40.852516,-73.900002
924,40.201314,-74.817713
925,34.523581,-117.30311
926,37.708043,-117.234166
927,35.357928,-94.433183
928,39.910503,-75.268422
929,41.670722,-85.976889
930,21.29519,-157.851864
931,45.583652,-122.683762
932,42.104272,-76.82649
933,36.041903,-79.793057
934,28.815704,-81.294088
935,43.069713,-87.964506
936,61.60315,-149.511511
937,43.565509,-116.555721
938,38.908957,-77.004729
939,41.788288,-124.161662
940,33.838087,-118.388044
941,37.507641,-121.96739
942,40.593906,-112.424772
943,43.59574,-72.969299
944,46.297782,-119.340081
945,33.618664,-84.459125
946,40.237647,-111.674478
947,38.332019,-89.190974
948,34.245246,-111.322514
949,35.205333,-101.808618
950,40.861223,-79.898752
951,34.957853,-120.570675
952,43.006608,-87.94793
953,31.786587,-81.605748
954,32.155235,-90.002706
955,37.678204,-95.449185
956,35.198115,-101.820338
957,32.793601,-116.941358
958,66.868442,-159.843924
959,39.942945,-104.978101
960,30.465725,-97.63997
961,30.411595,-96.683149
962,37.792154,-81.180028
963,33.938119,-84.55456
964,40.030543,-75.103947
965,34.120118,-117.227377
966,39.785693,-105.110858
967,35.082459,-89.93911
968,43.064242,-87.947449
969,40.441974,-105.099106
970,36.376958,-82.679505
971,34.171215,-81.304637
972,35.108544,-106.54069
973,34.884204,-117.015764
974,32.330423,-89.555838
975,41.215319,-98.46381
976,42.201737,-85.339873
977,42.496482,-71.020027
978,29.399703,-98.397377
979,35.353427,-119.035437
980,35.9304989,-84.0285711
981,29.830834,-94.54076
982,28.430727,-81.344334
983,39.823496,-105.006122
984,34.492452,-118.621266
985,34.507093,-117.326606
986,36.152178,-86.847473
987,21.330827,-157.865442
988,40.587118,-98.503988
989,41.81449,-88.307464
990,33.597878,-112.323653
991,35.025534,-76.894079
992,34.809121,-85.038505
993,33.74021,-117.83948
994,29.6147,-97.832383
995,39.351258,-76.546359
996,30.077307,-95.51277
997,42.377128,-83.05282
998,30.1865,-92.063383
999,46.830592,-100.788397
1000,35.301725,-119.057179
1001,47.739082,-116.840908
1002,42.231863,-74.91673
1003,33.932429,-117.945707
1004,34.118459,-86.862141
1005,47.513694,-122.3605
1006,39.740803,-87.05183
1007,37.127852,-94.504167
1008,43.660215,-72.333663
1009,34.128675,-117.863802
1010,40.758206,-82.391588
1011,43.181147,-112.349808
1012,36.080343,-86.685766
1013,40.085652,-75.298322
1014,31.518589,-97.202661
1015,28.709085,-100.476066
1016,30.668954,-81.539063
1017,36.094524,-119.187817
1018,39.622675,-104.750335
1019,33.324316,-96.794322
1020,40.750522,-82.527876
1021,32.471465,-86.0879
1022,41.802492,-77.496677
1023,41.622437,-87.56545
1024,39.452572,-82.221596
1025,31.066133,-85.306684
1026,41.622291,-87.602323
1027,36.126272,-115.183154
1028,35.035542,-97.946453
1029,29.366313,-98.480749
1030,34.010139,-118.42726
1031,42.363105,-85.878968
1032,30.212718,-92.391283
1033,33.777735,-84.474458
1034,35.600777,-119.343457
1035,31.265514,-85.494566
1036,43.625716,-116.215572
1037,32.757826,-117.079355
1038,29.796001,-98.715192
1039,39.995442,-75.129082
1040,34.499256,-97.949761
1041,33.458556,-112.017239
1042,40.752245,-111.939004
1043,36.672348,-121.637028
1044,28.212254,-81.596416
1045,40.391159,-76.781166
1046,30.839856,-84.123513
1047,41.666169,-83.558973
1048,32.192402,-110.943531
1049,30.659712,-87.85267
1050,29.820191,-95.474264
1051,32.062327,-81.080356
1052,35.585772,-105.233865
1053,32.608182,-90.067601
1054,36.968668,-82.734117
1055,39.16379,-77.174179
1056,33.363917,-104.534359
1057,43.533347,-116.584459
1058,34.101308,-118.338279
